AMRAP, 20:00, 705, 5 pullups|10 pushups|15 squats|
AMRAP, 15:00, 437, 30 doubleunders|15 burpees|10 toestobar|1 100m run|
AMRAP, 2:20, 90, 21 thrusters|21 pullups|15 thrusters|15 pullups|9 thrusters|9 pullups|
AMRAP, 10:00, 230, 30 wallballs|30 pullups|
AMRAP, 15:00, 400, 15 pushups|20 pullups|
AMRAP, 15:00, 458, 15 pushups|20 pullups|
AMRAP, 15:00, 441, 15 pushups|20 pullups|
AMRAP, 15:00, 440, 15 pushups|20 pullups|
AMRAP, 15:00, 442, 15 pushups|20 pullups|
