AMRAP, 20 minutes, 42 reps, ['2 muscle ups', '4 hspu', '8 kbs @ 70']
AMRAP, 20 minutes, 398 reps, ['5 pullups', '10 pushups', '15 squats']
AMRAP, 20 minutes, 112 reps, ['2 muscle ups', '4 hspu', '8 kbs @ 70']
AMRAP, 14 minutes, 450 reps, ['30 double unders', '15 wall balls', '30 double unders', '15 kbs @ 53']
